Source_Pincode,Destination_Pincode,Number_of_Days
843121,689675,2
535521,210426,5
690538,670602,5
227412,686608,2
577168,520004,2
829203,560057,2
576219,577004,5
847428,521324,4
391156,341025,4
785686,637214,4
131101,516380,2
507318,680501,6
481001,711105,4
585413,821308,5
691524,673601,6
231226,614714,6
422003,143111,4
176401,609604,2
151201,689652,6
731103,814115,2
202281,209205,5
222148,250401,2
722207,635710,4
503213,521330,3
795138,581117,5
212302,678706,4
509125,415703,2
271825,560068,6
805126,796770,4
305402,507002,6
761211,225001,2
678002,518333,6
600083,221204,2
521175,394221,3
210424,500080,3
608502,123024,6
141203,685503,5
458110,711408,2
625515,847233,6
501158,261135,4
505525,522613,2
533237,192303,5
444301,814155,3
624206,209208,3
572125,846007,3
148018,230404,5
502286,176093,5
608302,673596,5
305623,713213,4
456222,783393,3
209862,344037,6
575011,744210,2
535573,609309,5
176319,713420,4
680712,680581,5
637403,250601,4
811316,632503,6
416502,343021,5
571311,522002,4
140507,793110,5
642101,573117,6
732214,605108,2
413110,362215,4
272173,785102,6
246277,127045,6
306114,847102,3
639116,273305,2
497220,577223,6
416526,321025,3
713153,636006,6
570006,401506,4
273308,535557,2
533006,531032,2
509320,584136,2
144029,574509,4
516504,783135,6
410513,530015,3
680585,678554,5
507159,721427,3
321633,800026,4
695307,741101,4
480886,743273,4
425113,630306,3
781371,176210,6
171201,689673,6
271851,505525,6
332317,574106,4
533248,422305,3
606402,560019,4
803117,685618,2
416501,475001,4
144633,524129,2
603210,627355,3
148035,249181,5
786004,495551,4
804425,224123,4
786150,147111,4
413304,271201,6
722164,680682,2
642105,246193,3
571252,756084,4
524203,333025,3
581396,600022,3
575029,722146,3
723101,497339,2
636454,250625,2
533251,577413,3
413544,328041,4
743610,518004,5
503174,782442,2
415401,786157,2
822101,700113,4
695502,638111,4
670611,722166,4
342307,416404,2
691515,638456,3
799256,502325,6
798613,523180,4
272191,678593,4
144224,518508,2
181102,177005,6
521215,611002,4
524312,486887,2
613008,781019,3
600103,481445,4
721602,722174,4
743318,571463,3
202129,847121,6
508374,721144,3
413580,274602,3
509301,431114,3
829113,450221,4
723156,532214,5
722153,591123,4
202134,756055,6
711409,413315,3
515621,144530,2
176065,641105,4
411030,583117,5
174013,362226,3
341028,784154,6
421311,470113,4
783393,561203,3
143112,782140,2
695513,335703,3
400053,275306,2
608303,521108,6
825404,560079,2
177202,517192,3
786160,678681,2
680104,523372,3
609603,700034,5
160025,680661,5
734121,225413,5
396125,841233,4
452005,625001,6
835219,523262,4
741302,625402,5
360005,723161,6
181111,143603,6
802205,713427,5
473112,784104,5
577219,311203,3
700153,752114,3
396002,641009,3
721306,744211,4
754139,305203,4
803211,152118,2
571603,173208,5
470227,518216,2
533448,431153,3
754215,680681,3
248143,390009,2
193202,577519,2
799045,621104,6
591147,627151,3
490011,303702,3
570004,785690,6
246435,851215,5
151503,591120,4
560022,630303,2
682503,733132,5
391130,518176,6
480109,506303,4
788161,388370,3
201016,249411,2
794103,384340,3
383421,206252,4
413713,507103,2
713357,456331,6
635103,313330,4
262525,695009,4
382450,676106,3
504294,322242,4
562106,744102,4
305622,471516,3
506391,631004,4
700138,415526,3
185102,136128,3
363427,691578,6
560108,323001,4
690530,586125,6
275202,691577,5
331001,743398,3
843330,630305,6
332710,609404,6
791123,754224,2
262724,612803,2
786171,641029,4
201015,642132,5
523336,261205,2
761027,756121,5
811310,151106,6
311806,631001,2
383276,700036,6
506313,403527,2
682501,515405,4
384241,533295,4
673522,506008,4
455111,762014,6
313704,782445,5
171210,110086,6
854203,700128,3
284125,591122,2
413511,791120,5
125075,384265,5
573116,456776,2
825302,332718,6
274402,682007,3
431131,626114,2
341026,222170,2
393145,770073,5
391750,842001,6
577116,415021,6
400076,744107,5
110049,141117,5
636305,202132,3
796012,574114,5
600021,143505,4
732214,761012,6
627104,685583,6
365601,695611,5
524123,396110,6
145001,415609,2
685561,682007,6
262521,506101,5
471105,518508,4
508115,768019,3
517213,273412,3
761143,761119,4
767018,781330,6
362001,416143,4
621118,673005,2
828402,175009,6
796710,803120,2
481661,284135,2
766016,683580,6
271305,754218,5
413720,786189,4
744106,639105,3
400028,781321,6
560017,613504,2
600026,572127,6
247343,471515,4
229410,415002,5
621012,144623,5
221705,175024,4
534456,812002,6
712705,756117,2
465691,171009,3
326035,416534,2
505415,306303,4
522403,781018,2
474008,584138,2
757018,481222,3
251305,271803,4
628105,246125,4
700033,411042,5
306119,175028,5
815313,421506,2
422013,494669,2
441914,581101,4
151201,225202,2
490023,396001,3
144529,451440,3
380001,382475,3
637204,387110,5
384305,783331,2
744106,276131,4
632506,586130,5
473001,799264,5
625556,591254,3
811105,246121,3
416510,632513,2
626142,560039,3
586217,768214,5
401601,306706,5
440003,583128,2
721634,410101,3
587117,441001,6
431136,413736,5
612801,743292,4
622403,560073,5
228155,530004,4
636202,723153,3
700083,804402,3
486661,174503,5
136117,458883,6
208013,770044,5
586101,380002,2
577518,754215,6
180020,362530,2
626123,691310,3
846003,523316,2
854303,497447,3
802102,845414,4
743351,421503,2
571249,284122,6
757051,530014,5
227808,603101,4
325220,606804,6
505503,624005,5
516151,606901,5
221401,824233,5
492002,515123,6
303326,785105,4
572222,802210,2
627001,643215,2
691020,431505,2
209302,124142,5
182205,816108,3
712503,713217,2
781007,695007,5
629401,246495,2
396418,492012,5
787033,638115,4
534134,695026,2
262546,685554,6
534199,415803,6
503144,451770,2
786012,416511,4
276128,132122,4
632204,326001,5
741401,212404,6
734103,517403,2
328030,767045,5
306306,384310,2
695012,735133,2
325220,621804,4
731237,502318,5
686547,110048,6
686671,767017,6
131302,755028,6
713409,229121,2
721652,814166,4
233223,680305,5
144532,573144,3
580023,193224,4
722209,636804,6
124112,360360,5
815354,521245,2
683580,713403,3
751016,783101,2
851201,722207,3
520008,733133,3
413227,262723,4
685515,505401,4
441110,500037,2
516310,496661,5
572137,530041,4
562109,393130,4
231209,721131,3
415304,713422,6
334201,577527,3
531030,794109,6
734317,524404,3
450445,414602,5
636012,784026,3
766100,492015,3
796770,174321,2
202127,364525,4
604601,572213,6
193103,688524,2
690544,333022,5
125110,722150,6
221202,143001,4
248125,230131,3
673102,533341,5
171009,613101,2
603302,638311,4
415629,638456,5
229123,247671,4
440013,641031,4
425109,500095,5
274602,246176,4
342309,768215,4
620011,574239,5
762024,688570,5
331303,591212,3
249146,461116,5
451449,415540,2
758046,391165,3
802302,249145,6
362275,383335,6
440007,142044,6
680562,831011,6
306702,423502,5
275303,764086,5
517587,682503,2
591247,370240,6
341551,590005,3
174314,788025,3
490022,602026,2
301411,151105,2
452012,248197,2
761055,151510,2
500096,680021,2
621653,301023,2
362120,416144,4
262121,604601,3
518380,624308,3
742159,571617,2
272126,723202,4
172114,811302,5
110084,712308,2
431522,631701,6
394670,628007,4
734009,143411,3
465669,144004,4
671552,491331,3
362310,802103,4
485334,160030,3
509337,416630,3
532213,400092,2
530043,416230,2
500089,678503,4
440017,226007,2
700139,314027,6
175124,573219,2
630710,243636,3
444702,824103,3
261505,415503,2
182101,275203,4
722170,523155,5
825320,382860,5
792103,731129,2
412110,586201,6
445204,828204,3
790001,144516,6
689107,243634,5
143203,584128,5
444903,524101,3
500093,700140,3
691602,609608,3
334302,606202,3
431505,144515,2
847224,303315,6
304507,743339,2
175014,413607,5
470229,636458,5
690540,502103,4
415720,670612,3
686665,581345,5
243126,523370,5
532428,847405,6
442904,711322,5
502248,382815,2
441404,581209,3
193224,412409,2
712406,402110,2
509408,384265,2
630107,328028,5
761146,508277,4
136034,464776,2
635122,305005,2
609113,403103,6
412311,416703,4
673311,136156,2
682015,623806,6
713426,385540,4
686555,335040,4
712232,342312,5
383450,140701,6
689108,680523,5
131304,586211,5
831006,121007,6
679581,143526,2
534007,612202,6
474006,575003,2
522502,812003,2
743446,722156,4
323305,689583,6
127307,473995,5
425307,331030,3
416210,758081,5
521201,415109,3
571403,630561,5
230503,247778,2
754110,851135,5
627861,802115,4
673612,781377,6
493195,577001,2
673011,641018,3
743371,502291,5
754209,676319,5
516259,587204,6
361305,678004,5
833104,261403,2
481551,172114,2
466221,577525,6
757033,201006,6
202127,143407,3
577544,450117,3
831003,305205,5
534005,518123,4
712502,227814,3
471101,622103,4
384355,623532,2
141109,686538,3
281001,141007,3
172111,635652,3
142037,413711,4
605004,411045,5
642113,142011,2
413410,476111,2
387110,520002,5
121106,621803,6
144523,828128,5
500051,305925,2
403501,403720,4
485005,721607,2
605013,786170,4
841231,733208,3
628612,305405,3
383120,387002,3
678503,275203,2
205303,395012,2
686581,388270,5
799204,522439,5
403720,176207,6
124109,396403,4
283112,606901,5
175003,788015,4
606752,301404,2
341519,251318,6
185202,635702,4
534243,383310,6
444105,363320,5
441214,670105,4
756003,824221,2
400702,682042,6
457661,415508,3
845419,814143,2
415610,304501,5
326502,424303,6
848301,600032,4
722157,144007,4
533285,192121,4
768032,799006,3
752094,732101,3
306707,574218,6
614102,209115,3
462011,582211,4
683585,713422,3
577433,175132,3
222125,571606,6
151503,721513,2
627803,416113,3
333041,768052,5
623404,781333,6
571232,642207,3
494441,413705,2
586128,521390,6
283152,480334,5
500086,532312,2
301024,305926,3
641036,445215,5
834002,803303,5
621601,721453,6
251310,641008,3
396424,523247,6
607302,756166,6
152115,389130,3
643238,784504,6
470125,561208,5
682556,422602,6
761114,768201,4
272208,274502,3
761217,192201,6
632602,394640,2
533450,784114,3
504209,680589,3
451449,248179,3
301708,534247,3
583278,507183,6
683574,691522,2
802113,688526,2
794002,144806,3
243630,209722,2
144516,802123,4
603107,249201,2
385120,577538,4
522413,572122,4
172002,676562,4
577422,382021,2
442501,177045,3
488442,711408,5
591315,160002,5
743711,415509,6
620101,370645,2
781317,799105,5
360576,845456,2
144005,273202,2
400097,744101,4
676302,805125,3
176601,562107,2
303329,682507,3
591115,700052,4
209501,412805,2
110047,523156,3
516484,783392,4
671315,673106,3
370140,586116,5
471311,533217,3
685591,735231,5
686572,520012,6
822101,380028,5
413106,410101,4
571119,671323,6
689581,246474,6
325206,533254,3
271821,122052,2
785612,244501,2
396230,801110,3
607308,305921,3
495113,676519,5
191112,506369,6
171222,642126,2
800003,576215,5
209743,606104,3
515413,835229,6
410205,583216,2
841418,845419,4
641012,416628,4
816116,522616,5
333025,756113,4
737101,444506,3
274602,591309,3
580006,482021,6
250402,484776,2
385421,341305,6
586125,394230,6
249175,395003,6
486340,515651,5
518006,248140,2
383210,506008,3
202123,494665,3
221004,736158,4
686535,791109,3
572227,212202,6
471408,125038,5
524403,574112,2
440001,713215,2
508355,690105,6
313904,322212,3
312901,796691,5
825314,825413,6
791002,690540,3
562162,788712,5
560023,515775,2
786189,735225,2
341024,396220,2
122006,782142,3
332722,431128,2
388215,609110,2
210301,854114,2
205265,209301,3
686612,362015,4
313004,695501,6
628005,782426,6
721151,784501,3
492101,793005,3
700073,412304,3
424306,795101,5
520007,679505,6
852130,229413,4
412211,621006,4
571617,531030,5
571416,391430,4
764086,832106,4
678002,181124,3
670674,601206,3
800006,174101,3
509131,184141,3
192230,394163,3
370130,413402,4
828121,828121,4
222203,603209,5
232109,636111,3
770070,680564,5
689506,486441,2
425305,335702,4
683501,689550,6
524222,391107,2
486448,535006,2
560039,759123,4
303121,284122,5
604204,211003,4
757049,636118,5
321408,324001,5
612202,628952,6
441112,458220,3
456221,683562,5
303102,632502,3
388265,229309,4
641401,628902,6
231501,127028,6
682033,396155,4
523252,323307,5
792123,388160,5
262544,561209,6
625104,756119,3
246169,638152,4
126102,493776,3
360024,581186,3
700137,247774,5
600040,451001,6
782143,831018,2
495448,360020,3
490011,582210,2
721153,743294,4
125055,531083,3
172023,785102,6
700041,530035,2
577418,444502,6
781353,627813,6
793112,311025,3
333024,811303,5
758080,523181,3
487221,303110,4
600090,576221,2
621714,442703,6
612106,686121,6
441104,515003,4
563129,249123,4
333025,622422,2
416709,226202,2
143401,732211,2
335502,518674,5
141419,285123,4
522616,476355,2
691522,508258,3
382220,754132,3
174015,362001,2
212205,678003,2
631304,389151,4
416218,303329,2
222204,628151,4
752078,362245,3
577550,785609,3
635207,577128,5
425503,453446,3
742174,177205,2
524203,631202,2
394327,735226,4
782002,523224,4
530004,629152,4
303601,735227,4
756019,721212,4
623526,781330,3
803202,122505,4
691554,583114,6
827003,231224,3
272201,423702,2
134112,388250,5
456221,249201,5
506168,686555,5
394715,394640,6
600062,246159,5
508244,246177,3
686516,480994,4
431803,144803,2
522508,221304,5
574151,110093,4
515002,798615,6
503301,784112,4
530026,243005,5
670001,332026,2
792001,600004,2
642129,828134,2
754103,754018,2
326513,680567,4
421201,605652,5
321615,679564,5
583218,332713,5
630408,206250,4
444006,211004,4
333308,829110,3
424108,534222,5
783360,794114,2
804404,562157,5
394405,755004,5
504323,785613,2
612301,758080,6
522324,271902,2
831001,601203,3
576115,686564,2
632406,612402,2
221717,757047,3
845423,143422,4
431121,331502,4
221010,184121,2
673010,523281,2
695602,795142,6
802226,757024,2
515591,841460,5
276138,630201,4
679577,262902,4
600016,721428,3
523304,274304,2
782482,586208,5
845306,631606,3
494223,721144,3
174017,277216,3
283110,584104,3
473444,632519,5
695033,682041,4
458470,765029,2
415803,175008,5
415703,690515,6
829207,212218,4
176311,680734,2
812003,210209,3
508205,522237,6
517370,604306,4
743357,176077,3
331803,500053,6
734013,415605,4
364515,506316,5
325217,251305,2
382260,761029,2
206252,509411,3
413519,713305,2
814157,851128,6
577556,521148,4
608303,523166,2
180006,503188,4
364140,524224,5
759148,680712,3
384120,851212,5
679307,686103,4
221104,614618,6
391101,712102,5
805141,835225,6
141411,757081,3
523186,833216,6
627002,344031,4
144628,141120,2
711306,635202,6
613204,757049,6
229120,759127,6
631303,732121,6
611101,799001,5
416303,212104,5
621805,689613,3
364081,283205,5
688002,712501,4
412805,411018,4
781136,465339,6
141125,722169,6
534267,394315,4
641005,505129,4
670602,802313,4
721428,635114,5
581330,575011,3
391774,226302,3
488059,523115,6
793151,639115,3
212502,451111,4
225306,193402,3
741319,828129,6
486885,148027,2
396210,690105,3
341031,533308,4
854338,402301,3
241125,800001,5
441223,193123,2
620022,607303,5
603301,607104,2
572140,626002,5
691535,396385,4
562111,577539,2
222127,143008,5
805132,245101,3
326001,333707,5
805236,283122,5
805121,670694,2
683518,721604,5
246162,604152,3
803211,642104,2
679331,515763,3
524322,686544,4
585323,622504,4
781012,500022,5
533105,600091,5
784161,685531,6
575004,230304,3
388410,382265,5
814115,382240,3
835235,534275,2
110005,756059,2
535004,624403,2
765002,125051,6
391510,506104,6
440021,638461,3
847109,826005,2
151506,603201,4
591143,612106,5
690572,332030,4
175025,534210,4
140401,227812,3
638451,341518,2
251203,110074,6
403725,382145,5
414502,210121,3
673019,673542,3
591153,754133,2
814103,689673,2
628622,845458,5
174032,209204,4
262555,627115,3
768048,638401,4
799143,413519,5
587311,444404,5
641605,682503,5
624103,741223,5
736170,845453,5
272193,761124,5
601103,249201,6
522657,517319,3
785684,636904,5
581412,362245,6
146112,755023,3
333503,784182,3
627855,392015,5
522325,577117,2
795002,458888,5
444409,600095,6
801111,848115,6
723102,673306,6
125075,851118,4
804424,854327,2
713433,328026,4
176204,247340,4
495660,416306,6
612106,600074,3
302013,621012,2
516269,246764,5
832403,401604,3
767001,521322,4
333303,415706,2
413218,334021,5
522001,262201,5
636011,796290,3
481111,263633,6
770048,585318,2
306421,721121,3
263628,322201,6
442906,712102,4
686141,413603,5
754105,626002,3
509340,205265,2
741317,761014,6
361010,224118,2
496111,521121,5
413207,600002,2
246164,734503,3
583225,209749,4
441112,110075,2
533462,370485,3
411014,225409,2
274702,507202,3
848204,176075,5
799143,413516,6
172104,204211,4
734010,503145,2
631301,670693,5
670594,688570,2
410504,585330,5
201008,571252,3
628614,533401,5
241407,621806,5
678704,642130,6
682301,271307,3
209729,273010,5
341533,741156,3
804428,758020,6
741121,560089,6
785107,141014,3
500087,501158,6
679531,796290,3
581306,600072,5
581411,638312,6
221314,144020,6
143419,841409,6
301707,713338,6
517536,572168,6
695586,765017,5
212106,148023,5
626129,382213,2
524152,613005,6
389001,535273,6
783122,804420,5
636108,244235,2
193302,221208,5
506144,625602,2
177038,761121,6
843146,421401,6
560036,331517,4
473111,277203,6
332601,591234,4
683576,416611,6
360023,604210,3
301028,563117,4
621208,680682,5
486220,470881,2
431508,635901,6
410205,134108,2
360490,758017,6
587121,627118,2
441113,627808,2
764059,735221,6
641012,201313,6
506244,685613,2
636813,251316,5
505172,508224,3
394116,637203,5
600038,284127,5
132107,804424,4
312202,246279,5
212661,370203,3
735206,682507,4
305624,305814,5
412214,231207,2
142039,848205,6
733132,600052,5
461122,700009,3
110046,686018,6
344024,621806,2
505405,422606,6
700146,636111,2
813106,783127,6
638752,224203,3
160011,121004,6
486885,508376,6
523332,312403,3
673579,821115,6
680589,581343,5
600085,641041,6
591240,801304,2
313202,402309,4
804453,209747,2
412212,395003,3
613105,176059,4
685583,488059,6
388365,523336,3
676306,504206,3
